source,target,relation,confidence,weight,source_file
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,concept_semantic_mapping,references,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,concept_slam,references,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,dataset_replica,shares_data_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,dataset_scannet,shares_data_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,metric_accuracy,evaluates_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,metric_ate,evaluates_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,metric_iou,evaluates_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,metric_lpips,evaluates_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,metric_psnr,evaluates_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,metric_recall,evaluates_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,metric_spl,evaluates_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,metric_ssim,evaluates_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,category_robotics,belongs_to,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,concept_imu_integration,references,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,concept_lidar,references,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,concept_navigation,references,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,concept_nerf,references,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,concept_reconstruction,references,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,concept_slam,references,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,concept_visual_localization,references,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,dataset_replica,shares_data_with,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,metric_accuracy,evaluates_with,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,metric_ate,evaluates_with,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,metric_iou,evaluates_with,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,metric_spl,evaluates_with,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0143_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,dataset_kitti,shares_data_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,dataset_scannet,shares_data_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_chamfer,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_rpe,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_pose_graph_optimization,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_semantic_mapping,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,dataset_hm3d,shares_data_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,dataset_scannet,shares_data_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,metric_rpe,evaluates_with,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,concept_pose_graph_optimization,references,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,dataset_replica,shares_data_with,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0148_slam_supplement_iros,category_slam_supplement,belongs_to,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,concept_imu_integration,references,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,concept_lidar,references,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,concept_nerf,references,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,concept_reconstruction,references,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,concept_visual_localization,references,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,metric_accuracy,evaluates_with,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,metric_ate,evaluates_with,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,metric_iou,evaluates_with,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,metric_rpe,evaluates_with,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0148_slam_supplement_iros,metric_spl,evaluates_with,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0149_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_pose_graph_optimization,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_semantic_mapping,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_visual_localization,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,dataset_replica,shares_data_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,dataset_scannet,shares_data_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,dataset_tum_rgbd,shares_data_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_recall,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_rpe,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,concept_pose_graph_optimization,references,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,dataset_kitti,shares_data_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,dataset_replica,shares_data_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,dataset_scannet,shares_data_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,metric_rpe,evaluates_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0151_slam_supplement_rss,category_slam_supplement,belongs_to,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,concept_imu_integration,references,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,concept_navigation,references,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,concept_nerf,references,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,concept_reconstruction,references,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,concept_slam,references,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,metric_accuracy,evaluates_with,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,metric_ate,evaluates_with,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,metric_iou,evaluates_with,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,metric_lpips,evaluates_with,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,metric_psnr,evaluates_with,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,metric_spl,evaluates_with,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0151_slam_supplement_rss,metric_ssim,evaluates_with,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0152_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,concept_visual_localization,references,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0152_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0153_slam_supplement_cvpr,category_slam_supplement,belongs_to,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,concept_imu_integration,references,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,concept_navigation,references,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,concept_nerf,references,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,concept_reconstruction,references,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,concept_slam,references,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,metric_accuracy,evaluates_with,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,metric_ate,evaluates_with,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,metric_iou,evaluates_with,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
