:START_ID,:END_ID,:TYPE,relation,confidence,weight:float,source_file
paper_0122_robotics_gsloc_efficient_camera_pose_refinement_via_3d_gaussian_splatting,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0122_[Robotics]_GSLoc Efficient Camera Pose Refinement via 3D Gaussian Splatting.md
paper_0122_robotics_gsloc_efficient_camera_pose_refinement_via_3d_gaussian_splatting,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0122_[Robotics]_GSLoc Efficient Camera Pose Refinement via 3D Gaussian Splatting.md
paper_0123_robotics_mulan_wc_multi_robot_localization_uncertainty_aware_active_nerf_with,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0123_[Robotics]_MULAN-WC Multi-Robot Localization Uncertainty-aware Active NeRF with.md
paper_0123_robotics_mulan_wc_multi_robot_localization_uncertainty_aware_active_nerf_with,concept_pose_graph_optimization,REFERENCES,references,EXTRACTED,1.0,0123_[Robotics]_MULAN-WC Multi-Robot Localization Uncertainty-aware Active NeRF with.md
paper_0124_robotics_vrs_nerf_visual_relocalization_with_sparse_neural_radiance_field,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0124_[Robotics]_VRS-NeRF Visual Relocalization with Sparse Neural Radiance Field.md
paper_0124_robotics_vrs_nerf_visual_relocalization_with_sparse_neural_radiance_field,concept_pose_graph_optimization,REFERENCES,references,EXTRACTED,1.0,0124_[Robotics]_VRS-NeRF Visual Relocalization with Sparse Neural Radiance Field.md
paper_0126_robotics_crossfire_camera_relocalization_on_self_supervised_features_from_an_im,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0126_[Robotics]_CROSSFIRE Camera Relocalization On Self-Supervised Features from an Im.md
paper_0126_robotics_crossfire_camera_relocalization_on_self_supervised_features_from_an_im,dataset_7_scenes,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0126_[Robotics]_CROSSFIRE Camera Relocalization On Self-Supervised Features from an Im.md
paper_0128_robotics_gsloc_visual_localization_with_3d_gaussian_splatting,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0128_[Robotics]_GSLoc Visual Localization with 3D Gaussian Splatting.md
paper_0129_robotics_logs_visual_localization_via_gaussian_splatting_with_fewer_traini,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0129_[Robotics]_LoGS Visual Localization via Gaussian Splatting with Fewer Traini.md
paper_0129_robotics_logs_visual_localization_via_gaussian_splatting_with_fewer_traini,dataset_7_scenes,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0129_[Robotics]_LoGS Visual Localization via Gaussian Splatting with Fewer Traini.md
paper_0129_robotics_logs_visual_localization_via_gaussian_splatting_with_fewer_traini,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0129_[Robotics]_LoGS Visual Localization via Gaussian Splatting with Fewer Traini.md
paper_0130_robotics_splatloc_3d_gaussian_splatting_based_visual_localization_for_augmente,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0130_[Robotics]_SplatLoc 3D Gaussian Splatting-based Visual Localization for Augmente.md
paper_0131_robotics_geomgs_lidar_guided_geometry_aware_gaussian_splatting_for_robot_loc,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0131_[Robotics]_GeomGS LiDAR-Guided Geometry-Aware Gaussian Splatting for Robot Loc.md
paper_0131_robotics_geomgs_lidar_guided_geometry_aware_gaussian_splatting_for_robot_loc,dataset_kitti,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0131_[Robotics]_GeomGS LiDAR-Guided Geometry-Aware Gaussian Splatting for Robot Loc.md
paper_0131_robotics_geomgs_lidar_guided_geometry_aware_gaussian_splatting_for_robot_loc,metric_chamfer,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0131_[Robotics]_GeomGS LiDAR-Guided Geometry-Aware Gaussian Splatting for Robot Loc.md
paper_0132_robotics_gs_evt_cross_modal_event_camera_tracking_based_on_gaussian_splattin,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0132_[Robotics]_GS-EVT Cross-Modal Event Camera Tracking based on Gaussian Splattin.md
paper_0133_robotics_neuraloc_visual_localization_in_neural_implicit_map_with_dual_complem,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0133_[Robotics]_NeuraLoc Visual Localization in Neural Implicit Map with Dual Complem.md
paper_0135_robotics_stdloc_from_sparse_to_dense_camera_relocalization_with_scene_speci,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0135_[Robotics]_STDLoc From Sparse to Dense Camera Relocalization with Scene-Speci.md
paper_0135_robotics_stdloc_from_sparse_to_dense_camera_relocalization_with_scene_speci,dataset_7_scenes,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0135_[Robotics]_STDLoc From Sparse to Dense Camera Relocalization with Scene-Speci.md
paper_0135_robotics_stdloc_from_sparse_to_dense_camera_relocalization_with_scene_speci,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0135_[Robotics]_STDLoc From Sparse to Dense Camera Relocalization with Scene-Speci.md
paper_0136_robotics_sgloc_semantic_localization_system_for_camera_pose_estimation_from,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0136_[Robotics]_SGLoc Semantic Localization System for Camera Pose Estimation from.md
paper_0136_robotics_sgloc_semantic_localization_system_for_camera_pose_estimation_from,dataset_euroc,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0136_[Robotics]_SGLoc Semantic Localization System for Camera Pose Estimation from.md
paper_0137_robotics_gsvisloc_generalizable_visual_localization_for_gaussian_splatting_sce,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0137_[Robotics]_GSVisLoc Generalizable Visual Localization for Gaussian Splatting Sce.md
paper_0137_robotics_gsvisloc_generalizable_visual_localization_for_gaussian_splatting_sce,dataset_7_scenes,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0137_[Robotics]_GSVisLoc Generalizable Visual Localization for Gaussian Splatting Sce.md
paper_0137_robotics_gsvisloc_generalizable_visual_localization_for_gaussian_splatting_sce,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0137_[Robotics]_GSVisLoc Generalizable Visual Localization for Gaussian Splatting Sce.md
paper_0137_robotics_gsvisloc_generalizable_visual_localization_for_gaussian_splatting_sce,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0137_[Robotics]_GSVisLoc Generalizable Visual Localization for Gaussian Splatting Sce.md
paper_0138_robotics_language_embedded_gaussian_splats_legs_incrementally_building_room_scale_representations_with_a_mob,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0138_[Robotics]_Language-Embedded Gaussian Splats (LEGS) Incrementally Building Room-Scale Representations with a Mob.md
paper_0138_robotics_language_embedded_gaussian_splats_legs_incrementally_building_room_scale_representations_with_a_mob,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0138_[Robotics]_Language-Embedded Gaussian Splats (LEGS) Incrementally Building Room-Scale Representations with a Mob.md
paper_0138_robotics_language_embedded_gaussian_splats_legs_incrementally_building_room_scale_representations_with_a_mob,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0138_[Robotics]_Language-Embedded Gaussian Splats (LEGS) Incrementally Building Room-Scale Representations with a Mob.md
paper_0139_robotics_silvr_scalable_lidar_visual_radiance_field_reconstruction_with_unc,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0139_[Robotics]_SiLVR Scalable Lidar-Visual Radiance Field Reconstruction with Unc.md
paper_0139_robotics_silvr_scalable_lidar_visual_radiance_field_reconstruction_with_unc,dataset_dtu,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0139_[Robotics]_SiLVR Scalable Lidar-Visual Radiance Field Reconstruction with Unc.md
paper_0139_robotics_silvr_scalable_lidar_visual_radiance_field_reconstruction_with_unc,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0139_[Robotics]_SiLVR Scalable Lidar-Visual Radiance Field Reconstruction with Unc.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,category_robotics,BELONGS_TO,belongs_to,EXTRACTED,1.0,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md
paper_0143_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,dataset_kitti,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0143_slam_supplement_arxiv,metric_chamfer,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0143_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,concept_pose_graph_optimization,REFERENCES,references,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,dataset_hm3d,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0144_slam_supplement_arxiv,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0144_[SLAM-Supplement]_`arXiv`.md
paper_0145_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0145_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0147_slam_supplement_arxiv,concept_pose_graph_optimization,REFERENCES,references,EXTRACTED,1.0,0147_[SLAM-Supplement]_`arXiv`.md
paper_0148_slam_supplement_iros,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0148_[SLAM-Supplement]_`IROS`.md
paper_0149_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,concept_pose_graph_optimization,REFERENCES,references,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,dataset_tum_rgbd,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0149_slam_supplement_arxiv,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0149_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,concept_pose_graph_optimization,REFERENCES,references,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,dataset_kitti,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0150_slam_supplement_arxiv,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0150_[SLAM-Supplement]_`arXiv`.md
paper_0151_slam_supplement_rss,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0151_[SLAM-Supplement]_`RSS`.md
paper_0152_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0152_[SLAM-Supplement]_`arXiv`.md
paper_0153_slam_supplement_cvpr,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0154_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,dataset_dtu,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,dataset_euroc,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,dataset_tum_rgbd,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0156_slam_supplement_eccv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0157_slam_supplement_nips,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0158_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,dataset_euroc,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,dataset_kitti,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0160_slam_supplement_iros,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,dataset_euroc,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0161_slam_supplement_ral,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,concept_pose_graph_optimization,REFERENCES,references,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0162_slam_supplement_iros,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,metric_chamfer,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0163_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,dataset_kitti,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,dataset_nuscenes,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,metric_chamfer,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0166_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0166_[SLAM-Supplement]_`arXiv`.md
paper_0166_slam_supplement_arxiv,metric_chamfer,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0166_[SLAM-Supplement]_`arXiv`.md
paper_0166_slam_supplement_arxiv,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0166_[SLAM-Supplement]_`arXiv`.md
paper_0167_slam_supplement_eccv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0167_[SLAM-Supplement]_`ECCV`.md
paper_0167_slam_supplement_eccv,dataset_nuscenes,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0167_[SLAM-Supplement]_`ECCV`.md
paper_0168_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0168_[SLAM-Supplement]_`arXiv`.md
paper_0169_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0169_[SLAM-Supplement]_`arXiv`.md
paper_0170_slam_supplement_ral,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0170_[SLAM-Supplement]_`RAl`.md
paper_0171_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0171_[SLAM-Supplement]_`arXiv`.md
paper_0172_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0172_[SLAM-Supplement]_`arXiv`.md
paper_0173_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0173_[SLAM-Supplement]_`arXiv`.md
paper_0174_slam_supplement_3dv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0174_[SLAM-Supplement]_`3DV`.md
paper_0175_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0175_[SLAM-Supplement]_`arXiv`.md
paper_0176_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0176_[SLAM-Supplement]_`arXiv`.md
paper_0177_slam_supplement_ieee_international_conference_on_image_processing,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0177_[SLAM-Supplement]_`IEEE International Conference on Image Processing`.md
paper_0178_slam_supplement_arxiv,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0178_[SLAM-Supplement]_`arXiv`.md
paper_0179_slam_supplement_corl,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0179_[SLAM-Supplement]_`CoRL`.md
paper_0180_slam_supplement_icml,category_slam_supplement,BELONGS_TO,belongs_to,EXTRACTED,1.0,0180_[SLAM-Supplement]_`ICML`.md
paper_0180_slam_supplement_icml,dataset_euroc,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0180_[SLAM-Supplement]_`ICML`.md
paper_0181_general_gsstream_3d_gaussian_splatting_based_volumetric_scene_strea,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0181_[General]_GSStream 3D Gaussian Splatting based Volumetric Scene Strea.md
paper_0181_general_gsstream_3d_gaussian_splatting_based_volumetric_scene_strea,dataset_euroc,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0181_[General]_GSStream 3D Gaussian Splatting based Volumetric Scene Strea.md
paper_0182_general_progs_towards_progressive_coding_for_3d_gaussian_splatting,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0182_[General]_ProGS Towards Progressive Coding for 3D Gaussian Splatting.md
paper_0183_general_x_gs_an_extensible_open_framework_unifying_3dgs_architectur,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0183_[General]_X-GS An Extensible Open Framework Unifying 3DGS Architectur.md
paper_0184_general_denoisesplat_feed_forward_gaussian_splatting_for_noisy_3d_s,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0184_[General]_DenoiseSplat Feed-Forward Gaussian Splatting for Noisy 3D S.md
paper_0185_general_gst_vla_structured_gaussian_spatial_tokens_for_3d_depth_awa,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0185_[General]_GST-VLA Structured Gaussian Spatial Tokens for 3D Depth-Awa.md
paper_0185_general_gst_vla_structured_gaussian_spatial_tokens_for_3d_depth_awa,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0185_[General]_GST-VLA Structured Gaussian Spatial Tokens for 3D Depth-Awa.md
paper_0186_general_skipgs_post_densification_backward_skipping_for_efficient_3,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0186_[General]_SkipGS Post-Densification Backward Skipping for Efficient 3.md
paper_0187_general_surgcalib_gaussian_splatting_based_hand_eye_calibration_for,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0187_[General]_SurgCalib Gaussian Splatting-Based Hand-Eye Calibration for.md
paper_0187_general_surgcalib_gaussian_splatting_based_hand_eye_calibration_for,metric_chamfer,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0187_[General]_SurgCalib Gaussian Splatting-Based Hand-Eye Calibration for.md
paper_0188_general_where_what_why_toward_explainable_3d_gs_watermarking,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,"0188_[General]_Where, What, Why Toward Explainable 3D-GS Watermarking.md"
paper_0189_general_improvedgs_a_high_performance_c_cuda_re_implementation_s,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0189_[General]_ImprovedGS+ A High-Performance C++CUDA Re-Implementation S.md
paper_0190_general_spherical_gof_geometry_aware_panoramic_gaussian_opacity_fie,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0190_[General]_Spherical-GOF Geometry-Aware Panoramic Gaussian Opacity Fie.md
paper_0191_general_dynamicvggt_learning_dynamic_point_maps_for_4d_scene_recons,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0191_[General]_DynamicVGGT Learning Dynamic Point Maps for 4D Scene Recons.md
paper_0191_general_dynamicvggt_learning_dynamic_point_maps_for_4d_scene_recons,dataset_kitti,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0191_[General]_DynamicVGGT Learning Dynamic Point Maps for 4D Scene Recons.md
paper_0192_general_holi_spatial_evolving_video_streams_into_holistic_3d_spatia,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0192_[General]_Holi-Spatial Evolving Video Streams into Holistic 3D Spatia.md
paper_0192_general_holi_spatial_evolving_video_streams_into_holistic_3d_spatia,dataset_scannet,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0192_[General]_Holi-Spatial Evolving Video Streams into Holistic 3D Spatia.md
paper_0192_general_holi_spatial_evolving_video_streams_into_holistic_3d_spatia,metric_recall,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0192_[General]_Holi-Spatial Evolving Video Streams into Holistic 3D Spatia.md
paper_0193_general_embedtalk_triplane_free_talking_head_synthesis_using_embedd,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0193_[General]_EmbedTalk Triplane-Free Talking Head Synthesis using Embedd.md
paper_0194_general_3dgs_hpc_distractor_free_3d_gaussian_splatting_with_hybrid,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0194_[General]_3DGS-HPC Distractor-free 3D Gaussian Splatting with Hybrid.md
paper_0195_general_recondrive_fast_feed_forward_4d_gaussian_splatting_for_auto,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0195_[General]_ReconDrive Fast Feed-Forward 4D Gaussian Splatting for Auto.md
paper_0195_general_recondrive_fast_feed_forward_4d_gaussian_splatting_for_auto,dataset_nuscenes,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0195_[General]_ReconDrive Fast Feed-Forward 4D Gaussian Splatting for Auto.md
paper_0196_general_colonsplat_reconstruction_of_peristaltic_motion_in_colonosc,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0196_[General]_ColonSplat Reconstruction of Peristaltic Motion in Colonosc.md
paper_0196_general_colonsplat_reconstruction_of_peristaltic_motion_in_colonosc,metric_chamfer,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0196_[General]_ColonSplat Reconstruction of Peristaltic Motion in Colonosc.md
paper_0197_general_active_view_selection_with_perturbed_gaussian_ensemble_for_t,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0197_[General]_Active View Selection with Perturbed Gaussian Ensemble for T.md
paper_0198_general_enton_eigenentropy_optimized_neighborhood_densification_in,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0198_[General]_EntON Eigenentropy-Optimized Neighborhood Densification in.md
paper_0198_general_enton_eigenentropy_optimized_neighborhood_densification_in,dataset_dtu,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0198_[General]_EntON Eigenentropy-Optimized Neighborhood Densification in.md
paper_0198_general_enton_eigenentropy_optimized_neighborhood_densification_in,metric_chamfer,EVALUATES_WITH,evaluates_with,EXTRACTED,1.0,0198_[General]_EntON Eigenentropy-Optimized Neighborhood Densification in.md
paper_0199_general_vg3s_visual_geometry_grounded_gaussian_splatting_for_semant,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0199_[General]_VG3S Visual Geometry Grounded Gaussian Splatting for Semant.md
paper_0199_general_vg3s_visual_geometry_grounded_gaussian_splatting_for_semant,dataset_nuscenes,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0199_[General]_VG3S Visual Geometry Grounded Gaussian Splatting for Semant.md
paper_0200_general_transforming_omnidirectional_rgb_lidar_data_into_3d_gaussian,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0200_[General]_Transforming Omnidirectional RGB-LiDAR data into 3D Gaussian.md
paper_0201_general_ftsplat_feed_forward_triangle_splatting_network,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0201_[General]_FTSplat Feed-forward Triangle Splatting Network.md
paper_0202_general_cylindersplat_3d_gaussian_splatting_with_cylindrical_tripla,category_general,BELONGS_TO,belongs_to,EXTRACTED,1.0,0202_[General]_CylinderSplat 3D Gaussian Splatting with Cylindrical Tripla.md
paper_0202_general_cylindersplat_3d_gaussian_splatting_with_cylindrical_tripla,dataset_matterport3d,SHARES_DATA_WITH,shares_data_with,EXTRACTED,1.0,0202_[General]_CylinderSplat 3D Gaussian Splatting with Cylindrical Tripla.md
